texts,scores
hand - wringing,0.0
helped argentina dig itself into a deeper hole,0.0
publicly denouncing,0.0
forcing painful austerity measures,0.0
the objections,0.0
get away with bad policymaking,0.0
would drag down the economy,0.0
criticized,0.0
unfair,0.0
too costly to meet,0.0
rejection,0.0
rejected,0.0
arbitrary,0.0
abandoned,0.0
has failed for a decade now,0.0
criticized,0.0
may not be what everyone wants,0.0
appears to be another faith - based initiative : we should have faith that major corporations will line up to volunteer,0.0
what looks like voluntary will actually be coercive,0.0
"will allow emissions to increase without any time frame , eternally",0.0
merely reflects,0.0
abandoned,0.0
puts off any,0.0
sharply criticized,0.0
criticized,0.0
wants,0.0
a valentine to the coal and oil industry,0.0
is concerned,0.0
was particularly pleased,0.0
especially those who are dangerous and suicidal,0.0
probably unfortunate,0.0
classic techniques,0.0
humiliation of,0.0
break the spirit of,0.0
humiliation,0.0
at least without an explanation,0.0
dismissed,0.0
breathless armchair hyperbole,0.0
a challenge to,0.0
changing our values and our way of life would be terrorism's first victory,0.0
unnecessary,0.0
questioned,0.0
criticism,0.0
"psychological sense of isolation , domination and futility",0.0
who did not drop out of law school as i did,0.0
incommunicado,0.0
sensory deprivation,0.0
criticism swelled,0.0
these people are committed terrorists,0.0
and yet,0.0
frustrated,0.0
outcry,0.0
have grave doubts,0.0
making a spectacle of,0.0
a rising tide of international criticism,0.0
break the spirit of,0.0
despite the sept . 11 atrocities,0.0
code of not publicly criticizing,0.0
legal limbo,0.0
inhumanely,0.0
criticized,0.0
criticism,0.0
refused,0.0
worst unrest,0.0
are concerned,0.0
it is ineffective,0.0
had expressed doubt,0.0
were widely criticized,0.0
have cast doubt,0.0
would only have sharpened,0.0
will be barred,0.0
was meant to punish,0.0
criticism,0.0
saw,0.0
labeling,0.0
angry,0.0
facing an acute dilemma,0.0
ongoing human rights violations,0.0
view,0.0
are torn,0.0
illegitimate,0.0
a pariah,0.0
at the severe end,0.0
manipulation,0.0
opprobrium,0.0
delinquent,0.0
have criticized,0.0
rigged,0.0
violent food riots and protests,0.0
failed,0.0
disappointment,0.0
a revolving door,0.0
chanted,0.0
reminiscent of the turbulent days of military rule from 1976 to 1983,0.0
lacks a coherent,0.0
greater protests,0.0
deepening economic crisis,0.0
scenes of anarchy,0.0
giving him free rein to arrest at will,0.0
indecisive,0.0
violent protests,0.0
has no consensus,0.0
defiant,0.0
publicly accused,0.0
the rioting,0.0
to openly confront,0.0
treason,0.0
instigating,0.0
patchwork,0.0
free fall,0.0
was rebuffed,0.0
a very sad day,0.0
constantly changing,0.0
charges,0.0
was rejected,0.0
rioting,0.0
more suffering,0.0
of instigating the looting to overthrow the government,0.0
is battling,0.0
the protests,0.0
"assassins , assassins , assassins",0.0
duress,0.0
precarious,0.0
worsen,0.0
threatened to choke,0.0
deepened,0.0
were protesting,0.0
worried,0.0
has eroded the government's ability,0.0
refuses to recognise,0.0
denounce,0.0
abandons,0.0
aggressive,0.0
intolerant,0.0
revokes,0.0
strike,0.0
declare their opposition,0.0
shook,0.0
breakdown,0.0
shook,0.0
opposed,0.0
recognizing,0.0
deal with this flawed election,0.0
refuses to recognize,0.0
alleged rigging,0.0
flaws,0.0
we were soft,0.0
are increasingly concerned,0.0
declined,0.0
"would violate international standards prohibiting cruel , inhuman or degrading treatment",0.0
enemies rely upon surprise and deception,0.0
rigged,0.0
accusing,0.0
manipulation,0.0
back down,0.0
however,0.0
violating human rights,0.0
has accused,0.0
rig,0.0
cracking down,0.0
prejudging,0.0
sharp international rebuke,0.0
defying,0.0
mandatory,0.0
rejection,0.0
is criticized,0.0
hurt,0.0
ineffective,0.0
differ,0.0
differed,0.0
rejected,0.0
continue to rise,0.0
warn,0.0
so - called,0.0
push the island to the edge,0.0
play into the hands,0.0
extremists,0.0
provocative,0.0
provocative enough,0.0
troublemaking,0.0
fodder,0.0
obviously overshadow,0.0
provocation,0.0
so - called,0.0
menace,0.0
those who sow the wind will reap a whirlwind,0.0
only,0.0
more dangerous,0.0
protests,0.0
criticized,0.0
in protest,0.0
remembering,0.0
had rebelled,0.0
rebelled,0.0
a coup,0.0
were accused,0.0
concerns,0.0
i am a jailed president,0.0
was forced out,0.0
was wrong,0.0
would not recognize,0.0
firebrand,0.0
an interruption of the constitutional order,0.0
feared,0.0
enraging,0.0
would damage,0.0
defying,0.0
laid the blame,0.0
mercurial strongman,0.0
"that sort of trust takes several years , if not an entire generation , to rebuild",0.0
old - style party boss,0.0
moribund,0.0
opposes,0.0
classic gas - guzzler,0.0
that's exactly what duhalde most lacks,0.0
if painful,0.0
worst showing ever,0.0
to elicit much support abroad,0.0
will collapse,0.0
force us,0.0
despite its many shortcomings,0.0
wariness,0.0
they want to hold us hostage,0.0
breaking fundamental concepts,0.0
inefficient argentine automakers,0.0
the disorder of a closed economy,0.0
return to the protectionism,0.0
force us,0.0
argentines were obsessed with their past triumphs,0.0
exploding further,0.0
precipitating the current crisis,0.0
are being forced,0.0
is desperate,0.0
indifferent institutions,0.0
failed policies,0.0
"neither good nor bad , just incorrigible",0.0
braces,0.0
epic - sized default,0.0
could spark a return to the chaotic days,0.0
are concerned,0.0
stiffest opposition,0.0
he must think he can defy gravity,0.0
steering the economy into disaster,0.0
the ford falcon syndrome,0.0
long dominated,0.0
allegations,0.0
rejected,0.0
violate,0.0
corrupt politicians,0.0
corruption,0.0
dogged,0.0
to fight,0.0
despite widespread fatigue caused by successive austerity drives,0.0
"thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage",0.0
thrust into its worst crisis,0.0
blaming,0.0
quite the contrary,0.0
crash course,0.0
crippling recession,0.0
are shameless,0.0
in doubt,0.0
cosying up,0.0
dump,0.0
hurt,0.0
denied,0.0
disagreed,0.0
obvious disagreement,0.0
not sure,0.0
concerned i become,0.0
actually went far enough,0.0
disagreement with,0.0
not happy,0.0
dump,0.0
the disagreement,0.0
of course,0.0
are afraid,0.0
rig,0.0
fear and intimidation,0.0
test of patience,0.0
despite everything,0.0
waited angrily,0.0
do n't believe,0.0
frustrate as many voters as you can,0.0
this is the final nail on the government's coffin,0.0
"even with all their tricks , there are too many of us",0.0
are waiting anxiously,0.0
not a fair election,0.0
"voter intimidation , last - minute election - law changes , and outright fraud",0.0
angry,0.0
main cheating,0.0
open to widespread abuse,0.0
trying to move the goal posts,0.0
refused,0.0
vote rigging has been so thorough that hopes for a free election are dead,0.0
"was surprised , to put it mildly",0.0
have criticized,0.0
simply used old drafts,0.0
failure to ratify,0.0
to put it mildly,0.0
turn it again into an irritant,0.0
object,0.0
serious,0.0
objected,0.0
criticism,0.0
poor,0.0
criticism was toned down greatly,0.0
criticizes,0.0
certain circles,0.0
demonstrated little respect for basic human rights,0.0
odious,0.0
odious,0.0
are getting coddled,0.0
i'm up to my ears,0.0
indoctrination,0.0
angry,0.0
immediately lapsed into hysterics,0.0
is n't exactly clear,0.0
will make it look as if they're being brutalized,0.0
prisoners are getting coddled,0.0
snaps,0.0
fresh - meat,0.0
they're a pain in the ass,0.0
it's too good for the bastards,0.0
this is crazy,0.0
"in case they lost their teeth while , say , biting a guard",0.0
public curiosity,0.0
"prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed",0.0
rankles,0.0
is either angling to end the embargo or inching ever closer to dementia,0.0
threatening,0.0
unhappy,0.0
weirdness does n't end there,0.0
where the hell it is,0.0
"crowded , unventilated tents",0.0
bellyaching,0.0
undermining everything,0.0
goat f - -,0.0
is inhumane,0.0
mouthy,0.0
probably female,0.0
is stuck minding us,0.0
ever - subtle,0.0
illegal combatants,0.0
sillier still,0.0
it breaks your heart,0.0
oh god no,0.0
the most bizarre twist,0.0
are concerned,0.0
the uproar,0.0
how am i supposed to,0.0
such humanitarians as saddam hussein and the government of malaysia,0.0
making fun of,0.0
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face,0.0
alone,0.0
whatever that is,0.0
could have just as easily sustained by rereading his own copy,0.0
it's hard to imagine them getting better treatment than they're already receiving,0.0
are n't even allowed,0.0
fiasco,0.0
not happy,0.0
goodies,0.0
with typical understatement,0.0
bad news,0.0
in a limp cruise - director chirp,0.0
whatever,0.0
often spent years in solitary confinement,0.0
i'd hate to see who got second place,0.0
has made some of the loudest noise,0.0
suffocating,0.0
just the way the prisoners like it back home,0.0
i lost any sense of dignity,0.0
keepers,0.0
not,0.0
outcry,0.0
protestations,0.0
could n't care less,0.0
going to crush my nuts,0.0
ugly,0.0
has been protested,0.0
babysitters,0.0
"same shit , different day",0.0
could n't care less,0.0
have worse conditions,0.0
"practically scream , ca n't wait till you leave",0.0
most ludicrous,0.0
they get fed better than us,0.0
it's not a bad deal,0.0
you're,0.0
never an encouraging word if,0.0
are a little testy,0.0
have been extremely critical,0.0
like they're best buddies,0.0
staying,0.0
grew so unhappy,0.0
all the global bellyaching,0.0
immediately lapsed into hysterics,0.0
it's hard to imagine,0.0
claimed,0.0
there's plenty of food to play with,0.0
"kill americans , get arrested , then get a pay raise from america",0.0
call,0.0
introduce the rioters to their 72 black - eyed virgins,0.0
dings,0.0
threatening,0.0
running my ass off chasing you guys around,0.0
snapped at,0.0
fearing,0.0
hurry up and wait .,0.0
cages,0.0
is self - inflicted,0.0
a chorus of euro - whiners,0.0
hospitality ends there,0.0
because it has a coffee pot and seascape paintings that look pilfered from a south florida retirement village,0.0
did n't want,0.0
do n't bother,0.0
lot of heartbreak over the years,0.0
some guano rock in the pacific,0.0
puzzled,0.0
the public affairs show,0.0
only abuse,0.0
breaks your heart,0.0
was nothing more than a sick attempt to appeal to the worst red - neck prejudices,0.0
method reporting,0.0
"brutalized , tortured , and humiliated",0.0
not my problem,0.0
the efficiency of bulgarian dmv workers,0.0
forbids,0.0
so overshadowed by the secretary's rock star aura,0.0
this is bullshit,0.0
is obviously afoot,0.0
will have less room to roam,0.0
greatest,0.0
once again turn its back,0.0
an air of indignation,0.0
allow,0.0
fiendish - looking,0.0
is upset,0.0
hurt,0.0
against,0.0
labeling,0.0
will die,0.0
growing tendency to act first and consult later,0.0
too,0.0
concerns,0.0
to labeling,0.0
accidental slight,0.0
crowding some of them out of existence,0.0
follow suit,0.0
may starve,0.0
dire possible consequences,0.0
seizes a weeping globe in his monster - size hands,0.0
absolutely inadmissible,0.0
turn its back,0.0
backing out,0.0
from pulling out of,0.0
irked,0.0
forging its own way,0.0
do - it - our - way,0.0
overlooking,0.0
gently balked,0.0
ultimate effectiveness is in doubt,0.0
their own,0.0
prime targets,0.0
are irritated,0.0
fear,0.0
but now,0.0
axis of evil,0.0
once again,0.0
but not,0.0
diplomatic flirtation with leftist world dictators,0.0
heavy - handed,0.0
joined in a giant protest,0.0
fighting tyranny with tyranny,0.0
pent - up opposition,0.0
a former army coup - meister himself,0.0
coup - plotting,0.0
tarnishing the us role,0.0
are in shreds,0.0
has abused,0.0
threatening,0.0
clearly did n't work,0.0
only hints at his inclinations to gain more power,0.0
revolted,0.0
has a reason to repent,0.0
avoid,0.0
taiwan independence',0.0
anger,0.0
angered,0.0
has regarded,0.0
a rebel province,0.0
fearing,0.0
had expressed opposition,0.0
has threatened to attack,0.0
to put it mildly,0.0
widespread abuses,0.0
very odd,0.0
unprecedented,0.0
refused,0.0
complaints,0.0
rigged,0.0
rigged,0.0
neither free nor fair,0.0
enormous implications,0.0
stolen the election,0.0
stolen,0.0
warned,0.0
enormous implications,0.0
terrible,0.0
every sign of intimidation,0.0
irregularities,0.0
horrible,0.0
telling,0.0
were striking,0.0
firing indiscriminately,0.0
not tolerable,0.0
defenceless,0.0
is in shellshock,0.0
feeling of uncertainty,0.0
telling lies,0.0
a power vacuum,0.0
feeling of uncertainty,0.0
threatened to cripple,0.0
have been growing less visionary,0.0
violates international agreements,0.0
o'keefe jumps with both feet into this fiscal morass,0.0
is not credible,0.0
opposition,0.0
enthusiast,0.0
essentially close off international use of the station,0.0
swapping the silver - visored helmet of a space cadet for the green eyeshade of a consummate bean counter,0.0
ballooned far beyond,0.0
has come under fire,0.0
a dysfunctional space program,0.0
nasa has to clean up its act,0.0
were red - penciled,0.0
arbitrarily,0.0
axis of evil,0.0
axis of evil,0.0
bound to be serious,0.0
disapproves,0.0
disapprove,0.0
do not agree,0.0
disapproves,0.0
axis of evil,0.0
further expressed alarm,0.0
slams,0.0
do n't support,0.0
denied,0.0
slams,0.0
expressed concern,0.0
continues to indefinitely refuse,0.0
increasingly close,0.0
warned,0.0
erroneous,0.0
renegade,0.0
violation,0.0
long refused,0.0
by force,0.0
slammed,0.0
oppose,0.0
has threatened,0.0
has always resolutely opposed,0.0
bashed,0.0
interference,0.0
is firmly opposed to,0.0
refused to confirm,0.0
slammed,0.0
dissatisfaction over,0.0
are worried,0.0
ripple effect,0.0
fear,0.0
if it is successful,0.0
at the expense of,0.0
increasingly angry,0.0
do n't want,0.0
break promises,0.0
now broke,0.0
it could become a reference,0.0
has resisted,0.0
does not agree,0.0
other nations may try to do the same in less dire times,0.0
fear,0.0
not intent on revitalizing its economies,0.0
blaming,0.0
remained defiant,0.0
denounced,0.0
avoid deepening,0.0
boycott,0.0
rigged,0.0
"not you , sirs and not the one person in 10 downing st . , tony blair",0.0
criticism,0.0
boycotted,0.0
had aligned against,0.0
were protesting,0.0
to denounce,0.0
"had been tainted by months of political violence and intimidation , last - minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare",0.0
bitterly fought,0.0
traumatized,0.0
dangerous,0.0
might raise the hackles,0.0
concerns,0.0
are considered,0.0
the concern,0.0
abandoned,0.0
lashed out,0.0
wracked by intense violence and intimidation,0.0
frustrate,0.0
was charged with treason,0.0
appeared to be a show of force,0.0
was too tainted for elections to be free and fair,0.0
not only prejudice,0.0
fail,0.0
were also uncertain,0.0
holding things up to hurt his chances,0.0
accused,0.0
bias against,0.0
chanting,0.0
appear to make it easier to rig the vote,0.0
as servants to white interests and western powers,0.0
scores of,0.0
refused,0.0
fears,0.0
has painted,0.0
are scared,0.0
is trying to move the goal posts to disenfranchise people,0.0
blamed,0.0
you frustrate as many voters as you can,0.0
thinks,0.0
bias against,0.0
cornered,0.0
decided to punish,0.0
protesting,0.0
he can work with his troubled neighbor,0.0
flawed,0.0
despite overwhelming evidence of voter intimidation and manipulation of polls,0.0
has lashed out,0.0
charging,0.0
joining the west in criticizing,0.0
morgan tsvangirai with trying to kill him,0.0
would have been in jeopardy if,0.0
despite,0.0
stop his repression,0.0
widespread disgust,0.0
opprobrium,0.0
desperation,0.0
not be condoned by,0.0
should not be condoned,0.0
such desperation,0.0
without just compensation,0.0
reflects widespread disgust,0.0
rigged,0.0
rogue states,0.0
do n't like,0.0
chilly,0.0
uses a double standard in its definition of terrorism,0.0
view,0.0
disagrees,0.0
the iranians have not done what the pakistan government has done,0.0
never had a democratic election,0.0
an ``axis of evil,0.0
orchestrating,0.0
axis'' suggested an alliance that does n't exist,0.0
saddam hussein is the next target unless iraq shapes up,0.0
accused,0.0
accusing,0.0
an ``axis of evil,0.0
disagrees,0.0
would not support,0.0
"arrogantly , humiliatingly , aggressively and in an interfering way",0.0
a nation that ``continues to flaunt its hostility toward america and to support terror,0.0
caused shudders,0.0
have watched with chagrin,0.0
axis of evil,0.0
had particularly harsh words for,0.0
pose ``a grave and growing danger,0.0
condemnation,0.0
flaunt its hostility toward,0.0
were merely a shenanigan aimed at continuing with its policy of agression against us,0.0
"spoke arrogantly , humiliatingly , aggressively",0.0
"and worse than anything , it is an insult to the iranian nation",0.0
angrily rejected,0.0
declined,0.0
warmongering,0.0
corner,0.0
do n't think it is a wise thing,0.0
return to confrontation,0.0
the u . s . government ``is the source of evil'' in the world,0.0
axis of evil,0.0
cut any routes,0.0
"countries such as iran , iraq and north korea represent an ``axis of evil",0.0
charge,0.0
because they seek weapons of mass destruction and have links with terrorist groups,0.0
accused,0.0
disastrous,0.0
suggestions,0.0
brushed aside,0.0
botched coup,0.0
compare,0.0
was swift to denounce,0.0
likening,0.0
have rankled,0.0
failed coup,0.0
incessant irritant,0.0
terror compound,0.0
stretched to the limit,0.0
bit more dangerous,0.0
tried to tear up,0.0
publicity stunt,0.0
so - far spurned,0.0
as notorious as devil's island,0.0
scorned,0.0
sitting on the sidelines,0.0
like alcatraz or devil's island,0.0
american imperialists,0.0
isolated and frustrated,0.0
felt,0.0
were worried,0.0
are concerned,0.0
are concerned,0.0
totally unrealistic budget was prepared,0.0
underestimates,0.0
we would be digging ourselves out of the ruins at this time,0.0
can only speak of,0.0
were ill - received,0.0
did his best to undermine confidence,0.0
one can only speak of mismanagement,0.0
continuing battle,0.0
realized,0.0
argentine proportions,0.0
would have to be drastically revised and curtailed,0.0
came to naught,0.0
budget was a disaster,0.0
fall far short of,0.0
warning lights are flashing,0.0
already over - taxed economy,0.0
it is a sign of serious economic trouble,0.0
bloated budget,0.0
misguided,0.0
beyond reasonable bounds,0.0
being torn to bits,0.0
those who bet on the dollar will lose,0.0
"unless drastic measures are taken , we are on the way",0.0
false premises regarding anticipated government revenues,0.0
the need for a major revision,0.0
confidence in it is waning,0.0
fearing,0.0
cowed,0.0
alarm,0.0
it's shameful,0.0
it would be madness to hold elections now,0.0
grinds on,0.0
was worried,0.0
shameful,0.0
withdrew support,0.0
we are millimeters away from a civil war,0.0
m worried,0.0
being power - hungry,0.0
"until all those above us stop stealing , argentina has no way out",0.0
of more misery,0.0
living in fear,0.0
it could devalue and spark inflation,0.0
have warned,0.0
bickering,0.0
bloodshed,0.0
of more,0.0
losing his party's support,0.0
accusing,0.0
fear of,0.0
misery,0.0
unpopular,0.0
of more,0.0
no more,0.0
disregarding,0.0
complained,0.0
enough,0.0
protests,0.0
wary,0.0
devastating,0.0
the rioting,0.0
are deeply skeptical,0.0
violent protests,0.0
spurned,0.0
protest,0.0
seething with anger,0.0
marred by,0.0
does not look very good,0.0
think,0.0
criticism,0.0
wants,0.0
looking nervously over,0.0
confusion,0.0
systematic campaign of violence,0.0
were not prepared,0.0
blamed,0.0
fraud - tainted,0.0
fraud,0.0
appeared,0.0
flawed,0.0
found little to object to,0.0
criticism from,0.0
going to the dogs,0.0
plotting to assassinate,0.0
clucked and shook his head,0.0
unfair,0.0
despondent,0.0
would not recognize,0.0
does not reflect,0.0
daylight robbery,0.0
disputed by,0.0
flawed,0.0
denouncing,0.0
rigged,0.0
just about every shady tactic in the book,0.0
condemned,0.0
ugly split,0.0
sent packing,0.0
biggest electoral fraud,0.0
manipulation,0.0
at a loss,0.0
trumped up,0.0
disenfranchise,0.0
would protest,0.0
violence,0.0
denounced,0.0
the main concern,0.0
oversight,0.0
toughs,0.0
intimidation,0.0
threatened by,0.0
not immediately denouncing,0.0
are scared,0.0
attacked,0.0
disorganization,0.0
difficulties,0.0
do not recognize,0.0
the last thing,0.0
befuddled,0.0
straighten this mess out,0.0
that makes them about as dangerous as a person can be in modern times,0.0
see,0.0
would be protesting,0.0
compares poorly,0.0
provoked,0.0
is getting little sympathy,0.0
clearly violate,0.0
are still worried,0.0
tensions,0.0
a casualty of his own government's attempt to maintain favor in washington,0.0
the extent to which this guy's legal rights are being subjugated to the australian government's shuttle diplomacy with the us,0.0
could fray the bilateral goodwill,0.0
pathetic in that,0.0
markedly different,0.0
see,0.0
double standard,0.0
a traitor,0.0
"he is an australian citizen , and australia is not the 51st state of america",0.0
"a naive , patently stupid young man who chose the wrong heroes",0.0
damage to the international coalition against terrorism,0.0
in a way our government has not been,0.0
double standard,0.0
refusal,0.0
running slightly against,0.0
dissent,0.0
demeaned,0.0
anti - american doctrines,0.0
imbibed them amidst the safety and leisure,0.0
more muted and often self - satisfied,0.0
was mistreating its hostages,0.0
sneering,0.0
"it is a canker in the heart , that spreads by vanity through the human soul , turning worldly into spiritual failure",0.0
raised the pitch,0.0
shift loosely between the u . s . polity and people,0.0
charges,0.0
joining the fray,0.0
would be nothing without the chic and prestige conferred by elite u . s . universities,0.0
closer to hypocrisy than to murderous hatred,0.0
wilfully ignoring geneva conventions,0.0
is a simple prejudice,0.0
from british lords down to humble skinheads,0.0
common enemy of all civilized men and women,0.0
spout,0.0
horror,0.0
flavour of conspiracy,0.0
jumped to the conclusion,0.0
resentment,0.0
second only to the terrorism itself,0.0
natural antipathy,0.0
unselfconsciously,0.0
wilfully ignoring,0.0
that was horrible,0.0
it is wrong,0.0
after the collapse of all their arguments,0.0
quality of knowingness,0.0
have committed many sins,0.0
great evil on open display,0.0
the magnitude of the threat they pose,0.0
can never be right to indulge this disease,0.0
the mistake is to assume,0.0
making liberal use of the but construction,0.0
left has compounded anti - americanism into dogma,0.0
something so petty,0.0
charges brought,0.0
secretly behind every local misfortune,0.0
advanced a mendacious critique,0.0
the american vulgarity,0.0
mendacious,0.0
catastrophe,0.0
damn yankees,0.0
tyrannies,0.0
resumed their anti - american tirade,0.0
effectively rebutted,0.0
"confers a comforting sense of personal and national vindication , when no other prop can be found",0.0
world's most prominent self - styled palestinian refugee,0.0
unpreparedness,0.0
murderous hatred,0.0
what begins to happen when we hate our friends,0.0
over something as petty as envy,0.0
to hate,0.0
are so hated,0.0
could object,0.0
nor are they,0.0
the gitmo gandhis,0.0
as if,0.0
rather than a product of comprehensive reasoning,0.0
their confusion of ends and means,0.0
where there are not even polls,0.0
catastrophe,0.0
were intimidated,0.0
the opposition members have a loaded gun at their head with mr . mugabe's fingers on the trigger,0.0
led a move to suspend,0.0
rigging the election,0.0
concluding,0.0
had argued,0.0
bad decision,0.0
was tougher,0.0
has been widely condemned,0.0
more sanctions should be imposed,0.0
his band of thugs that have brutalized the people of zimbabwe,0.0
were highly critical,0.0
has been reluctant,0.0
a bad decision,0.0
"which means an indefinite suspension from the commonwealth , a ban on travel for mugabe's cronies and to freeze their personal assets",0.0
never,0.0
will never accept,0.0
disapproval,0.0
sat on the fence for months,0.0
a slap on the wrist,0.0
had reservations,0.0
resulted in many people being killed or tortured that did n't need to be,0.0
was resisted,0.0
rigged,0.0
has no legitimacy,0.0
must push for punitive action against mr . mugabe,0.0
high level of politically motivated violence,0.0
contrary opinions,0.0
stolen an election,0.0
punishment,0.0
inflicted terrible death and pain on people on this continent,0.0
violating,0.0
have criticized,0.0
warned,0.0
accused,0.0
do n't think,0.0
the lack of respect for the human person,0.0
if there were serious problems,0.0
have n't already violated,0.0
should not forget the horror,0.0
"i say to myself , 'would we allow that , if canadian troops were taken",0.0
protest,0.0
concerns,0.0
outsource our moral obligations,0.0
treating people this way,0.0
challenged,0.0
turn a blind eye,0.0
it is unacceptable for canada to allow any ambiguity in policy,0.0
accuses,0.0
"using violence , intimidation , special laws and dirty tricks to fix the two - day election",0.0
vote rigging,0.0
undermining the integrity and independence,0.0
an arrogant little fellow,0.0
alleges,0.0
charged,0.0
will have a political burial here tomorrow,0.0
we will bury,0.0
try to destroy,0.0
would be regarded,0.0
blatant campaign of intimidation,0.0
is making the kind of noise,0.0
mocked,0.0
accuses,0.0
wholesale rigging of the vote,0.0
condemnation,0.0
the latest intimidation intended to steal the election,0.0
blamed,0.0
a puppet of london,0.0
has denied,0.0
terrorists,0.0
risked the full weight of the law,0.0
by any means,0.0
accused,0.0
accuses,0.0
charged,0.0
interfering,0.0
"blatant campaign of violence , intimidation and manipulation",0.0
launched a stinging attack,0.0
not a price worth paying,0.0
do n't accept,0.0
deviate,0.0
frightening,0.0
would still soar,0.0
rip - off,0.0
frighten,0.0
frighten,0.0
frightening,0.0
far from being conceived,0.0
costly burden,0.0
impossible,0.0
sacrifice,0.0
give or take a trillion,0.0
this is our major concern,0.0
we shall not retreat,0.0
is becoming increasingly reckless,0.0
ominous sign,0.0
charged,0.0
are tired,0.0
has already warned,0.0
threat being spread,0.0
aghast,0.0
bastion of resistance,0.0
accused,0.0
making it easier to stuff ballot boxes,0.0
conducting a calculated campaign of intimidation,0.0
fears are rising,0.0
state terrorism against its own citizens,0.0
an attack,0.0
no murderer will go unpunished,0.0
rig,0.0
refuses to indicate,0.0
will not be able,0.0
risks being represented,0.0
now have to brave gangs of zanu - pf thugs,0.0
"are going to fight , my friend",0.0
rising chorus of domestic and international outrage,0.0
british puppet like tsvangirai,0.0
state terrorism,0.0
will not respect,0.0
if he steals,0.0
"to teach everyone , the british first",0.0
have been built specifically to terrorize the population,0.0
no one we know to have planned such deeds will escape,0.0
mount a rebellion,0.0
we will go to war,0.0
worry,0.0
meddling,0.0
clearly not free and fair,0.0
has been accused,0.0
opposition,0.0
incompetent,0.0
so uncertain,0.0
"they stand with empty pockets and their hands empty , out toward alberta",0.0
offering even order - of - magnitude guesses,0.0
current understanding,0.0
absurd,0.0
the great money laundering operation,0.0
opposed,0.0
as a consequence,0.0
uncertainties,0.0
just not possible,0.0
more prudent,0.0
criticizing,0.0
major,0.0
it's a challenge,0.0
concerns,0.0
get our american colleagues to live up to the obligation,0.0
limited,0.0
accusing,0.0
are outraged,0.0
humiliation,0.0
look clueless as to what really is inhumane,0.0
club med,0.0
charge,0.0
for the most part,0.0
criticism,0.0
sort of taliban version of club med,0.0
you get the feeling,0.0
"oh , the horror",0.0
have screamed,0.0
club gitmo,0.0
rightly,0.0
comrades,0.0
torture ! .,0.0
kill,0.0
like wild beasts,0.0
have been hollering,0.0
instead,0.0
so make that necessary restraint .,0.0
monstrous inhumanity,0.0
club gitmo,0.0
talk about clueless,0.0
hollering,0.0
uproar,0.0
tough guys,0.0
allah knows what,0.0
frigid,0.0
"unnecessary restraint ,",0.0
break' the spirit of,0.0
humiliation of,0.0
unnecessary,0.0
have to bash,0.0
get the feeling,0.0
torture,0.0
was embarrassed,0.0
just have to bash,0.0
could understand,0.0
likened,0.0
the outrage,0.0
"well , heaven without the 72 virgins",0.0
would interfere,0.0
possibly even endanger,0.0
had moments of terror,0.0
opposed,0.0
my stomach was in a real knot,0.0
how could anybody,0.0
vowed,0.0
accusations,0.0
bruised,0.0
criticism,0.0
kill an american,0.0
ever,0.0
would improve,0.0
was frustrated,0.0
if i let it get to me,0.0
defeated,0.0
very hard time,0.0
muslim fanatics,0.0
willing,0.0
angry,0.0
wanted,0.0
never allowed,0.0
mistreated,0.0
conspiring,0.0
had irritated,0.0
rejected,0.0
decided,0.0
conspiring,0.0
opposition,0.0
attacks,0.0
have been concerned,0.0
refusal,0.0
resented,0.0
had alienated,0.0
accused,0.0
turned him down,0.0
criticism,0.0
irritated,0.0
protesting,0.0
exasperated,0.0
chavez had to go,0.0
stunned and wondering,0.0
resented,0.0
staggering,0.0
wave of protests,0.0
warned,0.0
blamed,0.0
if it becomes more of a nuisance,0.0
condemnation,0.0
did not recognise,0.0
tougher policy against,0.0
flawed,0.0
dismissed,0.0
delivering further criticism,0.0
criticise,0.0
such an,0.0
frantically,0.0
the concern,0.0
potential problem,0.0
might,0.0
but not democratic legitimacy,0.0
have been heavily critical,0.0
denounced,0.0
highway robbery,0.0
locked in a verbal war,0.0
locked in a verbal war,0.0
seething,0.0
"systematic cheating , spoiling tactics , rigid new laws and sheer obstruction",0.0
fell short,0.0
not satisfied the fundamental requirements,0.0
chaotic,0.0
warned,0.0
are lining up to condemn,0.0
has rejected,0.0
bent on,0.0
flawed,0.0
audible laughter from,0.0
disagree,0.0
has rejected,0.0
failed to meet international standards,0.0
increasingly isolated on the international stage,0.0
illegitimate,0.0
cheated,0.0
failed the 'free and fair' test,0.0
violence and intimidation,0.0
was equally critical,0.0
do not recognize,0.0
were seething,0.0
blamed,0.0
could not be said to adequately comply,0.0
climate of insecurity,0.0
condemns,0.0
have a sense that they have been cheated,0.0
flawed,0.0
categorically rejecting,0.0
think,0.0
criticism,0.0
not look very good,0.0
fears and concern,0.0
disenfranchised,0.0
power at all costs,0.0
thugs,0.0
devastatingly sarcastic,0.0
seems content to be back home on the rock playing with his bag of marbles and collecting his parliamentary pension,0.0
do n't need the kind of politician brian tobin had become,0.0
no tears will be shed in this corner,0.0
overreacting,0.0
his favourite newfie,0.0
